step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
290.0,45,1720.0,20.975609756097562,4.449463300836917,2,18.0,0.3176636132456359,4,105.0,0.44034130567389906,2,38.0,0.6682045802144935,6,185.0,0.22484957365683517,3,36.0,0.4599530608558226,4,74.0,0.24942264735172182,15,1097.0,0.04254725090748876,1,7.0,0.41011035201893603,8,374.0,0.1740369972796272,45,1934.0
295.0,47,1940.0,23.095238095238095,4.706125985497394,2,28.0,0.3027682304210572,4,123.0,0.5012784488815274,2,46.0,0.5054770726610359,6,215.0,0.3210534511318076,3,51.0,0.408705928569771,5,102.0,0.39442617780155476,15,1172.0,0.0607678020759868,3,15.0,0.41312607121724215,7,383.0,0.15786065543636207,47,2135.0
300.0,43,1859.0,22.950617283950617,3.5177721612365693,3,39.0,0.23082924040500583,2,77.0,0.237455054294769,3,59.0,0.26645300178832937,6,245.0,0.3220975066937985,5,72.0,0.07153154757020853,5,127.0,0.3870102144691017,15,1247.0,0.0619162115887011,2,23.0,0.5403831234145817,2,273.0,0.10761415290360125,43,2162.0
305.0,38,934.0,11.390243902439025,4.0827760554564705,3,56.0,0.43325595452991944,1,11.0,0.37518265796824546,5,82.0,0.1578776297869186,8,281.0,0.18514500694175967,6,102.0,0.2992200262249753,7,159.0,0.2557817828059839,5,766.0,0.1882615291446206,3,36.0,0.4670441333639213,0,173.0,0.08387927122302015,38,1666.0
310.0,33,799.0,9.626506024096386,5.242140419597297,3,71.0,0.49034875485277407,1,13.0,0.2672409908484664,5,107.0,0.23587219418817748,8,321.0,0.16394863318580907,6,132.0,0.25220767885279555,6,189.0,0.3993046625439609,0,200.0,0.49124575514803287,3,30.0,0.5536745316491664,0,100.0,0.2709643847969147,32,1163.0
315.0,43,986.0,11.6,4.44057443462788,4,86.0,0.31641970207975173,3,28.0,0.3798173352710512,6,136.0,0.048119693438574855,10,366.0,0.20857836712375794,8,165.0,0.10684897601650009,6,214.0,0.17059324097144277,0,0.0,0.7654547216784122,4,30.0,0.5558175406190822,2,105.0,0.32125659452645977,43,1130.0
320.0,33,817.0,9.611764705882353,4.896914194046544,1,4.0,0.5456444586233052,1,29.0,0.5495238742150734,8,174.0,0.10068835658407885,8,409.0,0.19146551313758794,5,180.0,0.3218273066431706,1,99.0,0.19666602397245803,0,0.0,0.8291944383097685,6,55.0,0.10548673049461878,3,120.0,0.3797678823333949,33,1070.0
325.0,42,1005.0,12.108433734939759,5.318745995809589,2,8.0,0.6238430553599144,1,29.0,0.785374762933906,8,214.0,0.31071278020909876,10,458.0,0.1262913901791648,5,200.0,0.3831757138961924,4,17.0,0.2707519355484105,0,0.0,0.9491163297759506,9,92.0,0.0984161089085944,3,137.0,0.42254789313767166,42,1155.0
330.0,37,1140.0,13.902439024390244,5.378623277954424,0,0.0,0.8358991331470852,2,35.0,0.4679260745816873,8,259.0,0.29530930779953934,9,483.0,0.192909068647643,6,227.0,0.21804016016809888,0,17.0,0.5045493535410924,0,0.0,0.9694232155164961,9,137.0,0.0916019057118633,3,152.0,0.5320253226663764,37,1310.0
335.0,40,1184.0,14.987341772151899,4.410799140940499,2,5.0,0.5543120416349514,5,52.0,0.24016061185382423,9,307.0,0.3360881332942244,10,533.0,0.27179202895689675,9,265.0,0.09016742349868807,0,0.0,0.8926967059056515,0,0.0,0.5406511854529121,2,78.0,0.24766269521009335,3,165.0,0.23987757522638523,40,1405.0
