step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
855.0,34,2228.0,50.63636363636363,1.6257999296803254,25,2286.0,3.951291957777208e-05,9,140.0,0.05253115580973562,34,2426.0
860.0,35,2366.0,51.43478260869565,1.9823055904487277,22,2306.0,0.014838304953887577,11,194.0,1.1323420967029027e-05,33,2500.0
865.0,32,2504.0,51.10204081632653,2.720644594979164,21,2293.0,0.07505998453198197,11,251.0,0.2535227420594301,32,2544.0
870.0,36,2670.0,50.37735849056604,2.7500354485411505,22,2387.0,0.09609969428210642,12,310.0,0.15610448327818086,34,2697.0
875.0,38,2851.0,52.7962962962963,2.785045459405862,23,2500.0,0.06295771876265127,15,378.0,0.14721179077384602,38,2878.0
880.0,41,3039.0,56.27777777777778,2.352929740006534,25,2622.0,0.0010652259648861575,16,444.0,0.13309334653168045,41,3066.0
885.0,44,3254.0,60.25925925925926,1.5934483122923677,26,2752.0,0.020375003499649543,18,529.0,0.046862381431337745,44,3281.0
890.0,46,3478.0,63.236363636363635,2.010387241482712,26,2882.0,0.036245546188394775,19,623.0,0.049641902511300816,45,3505.0
895.0,44,3632.0,68.52830188679245,1.3433958891166973,24,2951.0,0.023215813891393024,20,719.0,0.00036902413782377466,44,3670.0
900.0,45,3854.0,74.11538461538461,1.6336199248192527,25,3060.0,0.03646487149448932,20,819.0,0.0,45,3879.0
905.0,45,4070.0,78.26923076923077,1.085608383826514,26,3187.0,0.03730698337906472,19,908.0,0.0,45,4095.0
910.0,46,4299.0,84.29411764705883,0.9364288397833819,27,3323.0,0.06670305738250512,19,1003.0,0.027082807910189317,46,4326.0
915.0,46,4529.0,85.45283018867924,1.0660958892303665,27,3458.0,0.024245999022614755,19,1098.0,0.09107312766823702,46,4556.0
920.0,47,4763.0,85.05357142857143,1.1460685989562565,28,3595.0,0.0,19,1193.0,0.04542884632804874,47,4788.0
925.0,48,5003.0,87.7719298245614,1.7776664046532074,28,3735.0,0.06414996861753725,20,1293.0,0.03018047034312759,48,5028.0
930.0,41,4620.0,79.65517241379311,1.8307613089702717,29,3878.0,0.030158483714533484,11,1086.0,0.16415015014386,40,4964.0
935.0,40,4820.0,84.56140350877193,3.1784629258492845,29,4027.0,0.12370919394430595,11,820.0,0.03257058586380212,40,4847.0
940.0,42,5023.0,88.12280701754386,2.5468595316692877,31,4175.0,0.0700909237430449,11,875.0,0.10256652566166442,42,5050.0
945.0,45,5242.0,97.07407407407408,1.6100279854062207,34,4339.0,0.0022062510630535366,11,930.0,0.14776974668217618,45,5269.0
950.0,38,2589.0,48.84905660377358,1.2924201617666693,23,3375.0,0.044947994660961305,13,990.0,0.07057043900360484,36,4365.0
955.0,21,1479.0,26.410714285714285,4.1806343887737265,7,1667.0,0.1810698233321016,13,1059.0,0.19977051333310641,20,2726.0
960.0,30,1604.0,28.140350877192983,4.2162455049415275,16,1721.0,0.0746392960385356,14,1126.0,0.2110821431513071,30,2847.0
965.0,34,1190.0,21.25,3.0616410042485045,22,1817.0,0.03241799126035969,12,911.0,0.13791958460507395,34,2728.0
970.0,33,783.0,15.057692307692308,2.215128953852507,23,1932.0,0.05271485562023066,10,584.0,0.04780310916106811,33,2516.0
975.0,25,722.0,13.622641509433961,3.0534092839183478,13,1515.0,0.10133246829624877,10,619.0,0.07619818175776205,23,2134.0
980.0,23,761.0,14.92156862745098,4.457958902189423,9,785.0,0.1675969235167601,14,678.0,0.20096117838374353,23,1463.0
985.0,27,858.0,16.5,4.02857132571429,13,837.0,0.08808286254426435,14,739.0,0.2758576480235085,27,1576.0
990.0,28,957.0,18.056603773584907,3.563308556768545,14,907.0,0.14771108779011322,14,673.0,0.09250277664157869,28,1580.0
